"","UID","school","eduction_level","education_type","job_title","No_Year_Wor_Experience","YearsWork","work_location","tuition","Blockchain","Cloud_computing","Analytical_reasoning","Artificial_Intelligence","UX_design","Business_analysis","Affiliate_marketing","Sales","Scientific_computing","Video_production","Persuasion","Collaboration","Adaptability","Emotional_Intelligence","Microsoft_Office","Microsoft_Excel","Visual_Basic","Python","R","SQL","Java","Public_Speaking","Cert_Amazon_Web_Services_Essential_Training","Cert_Scrum_Basics","Cert_Time_Management_Fundamentals","Cert_Online_Marketing_Foundations","Cert_Project_Management_Foundations","Cert_Body_Language_for_Leaders","Cert_Excel_Essential_Training","Cert_AWS_Certified_Advanced_Networking","Cert_Programming_Foundations","Cert_Project_Management_Professional","Cert_Git_Essential_Training","Cert_Microsoft_Certified__Azure_Fundamentals","Cert_Developing_Executive_Presence","Cert_Online_Marketing_Foundations.1","Cert_Strategic_Thinking","Count","Mergecol","title","Location","numbersofjob","jobgrowth","salary","salarygrowth"
"1408",1408,"HEC Montryal","Associate","Visual and performing arts","Senior Gameplay Engineer",8,"8 years","New Brunswick",33500,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"Senior Gameplay Engineer New Brunswick","Senior Gameplay Engineer","New Brunswick",5300,2.92,144250,-4.12
"1409",1409,"Niagara College","Associate","Health professions and related programs","IOT Software Development Engineer",10,"10 years","Quebec",72000,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,"IOT Software Development Engineer Quebec","IOT Software Development Engineer","Quebec",45300,2.04,61825,-1.48
"1410",1410,"University de Sherbrooke","Associate","Parks, recreation, leisure and fitness studies","Integration Engineer, Developer Relations",10,"10 years","Ontario",75000,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,"Integration Engineer, Developer Relations Ontario","Integration Engineer, Developer Relations","Ontario",12500,15.24,82675,9.08
"1411",1411,"Ryerson University","Associate","Legal professions and studies","Deep Learning Workload Optimization Engineer",3,"3 years","Northwest Territories",32500,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"Deep Learning Workload Optimization Engineer Northwest Territories","Deep Learning Workload Optimization Engineer","Northwest Territories",80700,0.28,45550,14.36
"1412",1412,"University of Guelph","Associate","Philosophy and religious studies","Quality Assurance Engineer",2,"2 years","Northwest Territories",41500,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,"Quality Assurance Engineer Northwest Territories","Quality Assurance Engineer","Northwest Territories",26100,6.44,71050,13.48
"1413",1413,"Huron University College","Master's","Public administration and social service professions","Data Engineer - Devices Central Engagement",9,"9 years","Quebec",46500,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,"Data Engineer - Devices Central Engagement Quebec","Data Engineer - Devices Central Engagement","Quebec",86500,-0.6,66475,-3.24
"1414",1414,"Brescia University College","Associate","Aboriginal and foreign languages, literatures and linguistics","Cloud Software Development Engineer",10,"10 years","British Columbia",66000,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,"Cloud Software Development Engineer British Columbia","Cloud Software Development Engineer","British Columbia",79100,-3.24,147925,3.8
"1415",1415,"University of Alberta","Doctoral","Family and consumer Sciences","Game Network Engineer",4,"4 years","Nova Scotia",36500,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,"Game Network Engineer Nova Scotia","Game Network Engineer","Nova Scotia",87900,0.28,68650,17
"1416",1416,"Huron University College","Bachelor's","Computer and information Sciences and support services","Robotics Mechatronic Engineer",6,"6 years","Prince Edward Island",41000,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,"Robotics Mechatronic Engineer Prince Edward Island","Robotics Mechatronic Engineer","Prince Edward Island",14100,2.92,53650,8.2
"1417",1417,"Concordia University","Master's","Library Science","Director of Engineering",3,"3 years","Newfoundland and Labrador",67500,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,"Director of Engineering Newfoundland and Labrador","Director of Engineering","Newfoundland and Labrador",12100,18.76,90475,2.92
"1418",1418,"Saint Mary's University","Doctoral","Philosophy and religious studies","Senior Full Stack Developer",5,"5 years","Yukon",65000,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,"Senior Full Stack Developer Yukon","Senior Full Stack Developer","Yukon",43700,14.36,63700,-5
"1419",1419,"University of Alberta","Master's","Family and consumer Sciences","iOS Engineer",9,"9 years","Manitoba",38000,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,"iOS Engineer Manitoba","iOS Engineer","Manitoba",53100,9.96,96700,19.64
"1420",1420,"Concordia University","Associate","Public administration and social service professions","Prototyping Data Engineer",10,"10 years","Nunavut",45500,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,"Prototyping Data Engineer Nunavut","Prototyping Data Engineer","Nunavut",9900,-1.48,71950,19.64
"1421",1421,"Concordia University","Master's","Aboriginal and foreign languages, literatures and linguistics","Integration Engineer, Developer Relations",6,"6 years","Prince Edward Island",50500,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,"Integration Engineer, Developer Relations Prince Edward Island","Integration Engineer, Developer Relations","Prince Edward Island",7500,10.84,117925,14.36
"1422",1422,"McMaster University","Associate","Natural resources and conservation","Prototyping Data Engineer",2,"2 years","Yukon",73500,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,"Prototyping Data Engineer Yukon","Prototyping Data Engineer","Yukon",47100,10.84,91000,4.68
"1423",1423,"University of Waterloo","Associate","Engineering","Deep Learning Backend Engine Software Developer",7,"7 years","Ontario",50500,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,"Deep Learning Backend Engine Software Developer Ontario","Deep Learning Backend Engine Software Developer","Ontario",21500,19.64,77050,17
"1424",1424,"Ryerson University","Doctoral","Computer and information Sciences and support services","Applied Scientist",8,"8 years","British Columbia",51500,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,"Applied Scientist British Columbia","Applied Scientist","British Columbia",12100,2.04,149800,2.04
"1425",1425,"Saint Mary's University","Associate","Mathematics and statistics","iOS Engineer",2,"2 years","Manitoba",58000,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,"iOS Engineer Manitoba","iOS Engineer","Manitoba",53100,9.96,96700,19.64
"1426",1426,"Queen's University","Master's","Public administration and social service professions","Data Engineer - Devices Central Engagement",9,"9 years","Ontario",55500,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,"Data Engineer - Devices Central Engagement Ontario","Data Engineer - Devices Central Engagement","Ontario",81100,9.96,127000,-0.6
"1427",1427,"Brescia University College","Doctoral","Library Science","Game Engineer - AI",5,"5 years","Northwest Territories",36000,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,"Game Engineer - AI Northwest Territories","Game Engineer - AI","Northwest Territories",19900,-5,142525,5.56
"1428",1428,"Cygep de la Gaspysie et des Îles","Master's","Family and consumer Sciences","Integration Engineer, Developer Relations",2,"2 years","Saskatchewan",37000,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,"Integration Engineer, Developer Relations Saskatchewan","Integration Engineer, Developer Relations","Saskatchewan",57500,0.28,45025,18.76
"1429",1429,"Queen's University","Bachelor's","Area, ethnic, cultural, gender, and group studies","Quality Assurance Engineer",1,"1 years","Nunavut",73500,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,"Quality Assurance Engineer Nunavut","Quality Assurance Engineer","Nunavut",68100,-5,89800,6.44
"1430",1430,"University of Guelph","Master's","Military technologies and applied Sciences","IOT Software Development Engineer",10,"10 years","Prince Edward Island",50000,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,"IOT Software Development Engineer Prince Edward Island","IOT Software Development Engineer","Prince Edward Island",86900,2.92,97300,9.08
"1431",1431,"Native Education College","Associate","Communication, journalism and related programs","Quality Assurance Engineer",2,"2 years","Alberta",51000,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,"Quality Assurance Engineer Alberta","Quality Assurance Engineer","Alberta",7100,19.64,88450,-4.12
"1432",1432,"Simon Fraser University","Associate","Mathematics and statistics","Integration Engineer, Developer Relations",4,"4 years","Newfoundland and Labrador",73500,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,"Integration Engineer, Developer Relations Newfoundland and Labrador","Integration Engineer, Developer Relations","Newfoundland and Labrador",98500,0.28,105100,12.6
"1433",1433,"York University","Master's","Construction trades","IOT Software Development Engineer",9,"9 years","Yukon",38500,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,"IOT Software Development Engineer Yukon","IOT Software Development Engineer","Yukon",74300,10.84,115225,9.08
"1434",1434,"Cygep de Saint-Hyacinthe","Master's","Business, management, marketing and related support services","Cloud Software Development Engineer",8,"8 years","Prince Edward Island",29000,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,"Cloud Software Development Engineer Prince Edward Island","Cloud Software Development Engineer","Prince Edward Island",51900,16.12,140575,18.76
"1435",1435,"McMaster University","Associate","Military technologies and applied Sciences","IOT Software Development Engineer",5,"5 years","Newfoundland and Labrador",50000,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,"IOT Software Development Engineer Newfoundland and Labrador","IOT Software Development Engineer","Newfoundland and Labrador",31500,9.08,105625,10.84
"1436",1436,"Brescia University College","Doctoral","Family and consumer Sciences","Data Engineer - Devices Central Engagement",5,"5 years","Ontario",57000,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,"Data Engineer - Devices Central Engagement Ontario","Data Engineer - Devices Central Engagement","Ontario",81100,9.96,127000,-0.6
"1437",1437,"Victoria University","Bachelor's","Family and consumer Sciences","Applied Scientist",1,"1 years","Alberta",21500,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,"Applied Scientist Alberta","Applied Scientist","Alberta",30700,18.76,124375,5.56
"1438",1438,"HEC Montryal","Bachelor's","Social Sciences","iOS Engineer",3,"3 years","Alberta",44500,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,"iOS Engineer Alberta","iOS Engineer","Alberta",30300,-1.48,75400,11.72
"1439",1439,"Ryerson University","Bachelor's","Military technologies and applied Sciences","Deep Learning Workload Optimization Engineer",1,"1 years","Ontario",46000,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,"Deep Learning Workload Optimization Engineer Ontario","Deep Learning Workload Optimization Engineer","Ontario",6700,10.84,79300,18.76
"1440",1440,"University de Guelph, Campus d'Alfred","Master's","History","Deep Learning Backend Engine Software Developer",6,"6 years","Newfoundland and Labrador",20000,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,"Deep Learning Backend Engine Software Developer Newfoundland and Labrador","Deep Learning Backend Engine Software Developer","Newfoundland and Labrador",96100,-2.36,122425,10.84
"1441",1441,"College of the New Caledonia","Master's","Area, ethnic, cultural, gender, and group studies","Deep Learning Backend Engine Developer",10,"10 years","Yukon",66500,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,"Deep Learning Backend Engine Developer Yukon","Deep Learning Backend Engine Developer","Yukon",47100,-1.48,62500,10.84
"1442",1442,"Queen's University","Bachelor's","History","Deep Learning Backend Engine Software Developer",10,"10 years","Quebec",71000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,"Deep Learning Backend Engine Software Developer Quebec","Deep Learning Backend Engine Software Developer","Quebec",29900,-4.12,71950,-4.12
"1443",1443,"Brock University","Bachelor's","Military technologies and applied Sciences","Deep Learning Workload Optimization Engineer",10,"10 years","Alberta",25500,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,"Deep Learning Workload Optimization Engineer Alberta","Deep Learning Workload Optimization Engineer","Alberta",60900,-2.36,121300,7.32
"1444",1444,"McMaster University","Associate","Mechanic and repair technologies/technicians","Senior Full Stack Developer",8,"8 years","Manitoba",24500,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,"Senior Full Stack Developer Manitoba","Senior Full Stack Developer","Manitoba",15100,-1.48,56800,6.44
"1445",1445,"Huron University College","Master's","Area, ethnic, cultural, gender, and group studies","iOS Engineer",6,"6 years","Ontario",38000,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,"iOS Engineer Ontario","iOS Engineer","Ontario",62700,3.8,88450,5.56
"1446",1446,"University of Western Ontario","Bachelor's","Military technologies and applied Sciences","Deep Learning Backend Engine Developer",9,"9 years","Quebec",64500,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,"Deep Learning Backend Engine Developer Quebec","Deep Learning Backend Engine Developer","Quebec",84900,6.44,116650,17.88
"1447",1447,"University of Western Ontario","Bachelor's","Library Science","Game Engineer - AI",7,"7 years","Manitoba",37000,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,"Game Engineer - AI Manitoba","Game Engineer - AI","Manitoba",22900,10.84,148075,-1.48
"1448",1448,"McMaster University","Bachelor's","Business, management, marketing and related support services","Cloud Software Development Engineer",7,"7 years","Manitoba",65500,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,"Cloud Software Development Engineer Manitoba","Cloud Software Development Engineer","Manitoba",17700,0.28,67975,16.12
"1449",1449,"Wilfrid Laurier University","Associate","Biological and biomedical Sciences","Cloud Software Development Engineer",3,"3 years","Ontario",50500,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,"Cloud Software Development Engineer Ontario","Cloud Software Development Engineer","Ontario",38700,-0.6,86575,11.72
"1450",1450,"Huron University College","Doctoral","Psychology","Senior Gameplay Engineer",8,"8 years","Northwest Territories",64000,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,"Senior Gameplay Engineer Northwest Territories","Senior Gameplay Engineer","Northwest Territories",47100,-1.48,118000,13.48
"1451",1451,"Ryerson University","Bachelor's","English language and literature/letters","Mobile Software Development",6,"6 years","Northwest Territories",54500,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,"Mobile Software Development Northwest Territories","Mobile Software Development","Northwest Territories",11500,9.96,49225,12.6
"1452",1452,"College of the New Caledonia","Associate","Military Science, leadership and operational art","Applied Scientist",1,"1 years","Northwest Territories",76000,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"Applied Scientist Northwest Territories","Applied Scientist","Northwest Territories",22900,1.16,49150,12.6
"1453",1453,"HEC Montryal","Bachelor's","Transportation and materials moving","Data Engineer - Devices Central Engagement",10,"10 years","Newfoundland and Labrador",53000,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,"Data Engineer - Devices Central Engagement Newfoundland and Labrador","Data Engineer - Devices Central Engagement","Newfoundland and Labrador",5500,10.84,78175,6.44
"1454",1454,"University du Quybec à Rimouski (UQAR)","Bachelor's","Family and consumer Sciences","Game Network Engineer",8,"8 years","British Columbia",45500,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,"Game Network Engineer British Columbia","Game Network Engineer","British Columbia",11900,3.8,91825,3.8
"1455",1455,"York University","Bachelor's","Library Science","Integration Engineer, Developer Relations",5,"5 years","Newfoundland and Labrador",64000,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,"Integration Engineer, Developer Relations Newfoundland and Labrador","Integration Engineer, Developer Relations","Newfoundland and Labrador",98500,0.28,105100,12.6
"1456",1456,"New Brunswick Bible Institute","Bachelor's","Philosophy and religious studies","Deep Learning Backend Engine Developer",8,"8 years","Nunavut",77500,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,"Deep Learning Backend Engine Developer Nunavut","Deep Learning Backend Engine Developer","Nunavut",36700,8.2,121075,5.56
"1457",1457,"University of Western Ontario","Associate","English language and literature/letters","Game Network Engineer",5,"5 years","Prince Edward Island",36000,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,"Game Network Engineer Prince Edward Island","Game Network Engineer","Prince Edward Island",21100,7.32,90025,-5
"1458",1458,"Wilfrid Laurier University","Doctoral","Area, ethnic, cultural, gender, and group studies","Data Engineer, Natural Language Processing (NLP)",9,"9 years","Nunavut",51500,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,"Data Engineer, Natural Language Processing (NLP) Nunavut","Data Engineer, Natural Language Processing (NLP)","Nunavut",33700,19.64,56575,4.68
"1459",1459,"New Brunswick Bible Institute","Associate","Area, ethnic, cultural, gender, and group studies","Senior Gameplay Engineer",5,"5 years","Nunavut",32500,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,"Senior Gameplay Engineer Nunavut","Senior Gameplay Engineer","Nunavut",47300,11.72,92050,5.56
"1460",1460,"University of Waterloo","Master's","Personal and culinary services","Game Engineer - AI",1,"1 years","Manitoba",59500,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,"Game Engineer - AI Manitoba","Game Engineer - AI","Manitoba",22900,10.84,148075,-1.48
"1461",1461,"Saint Mary's University","Doctoral","Architecture and related services","Senior Full Stack Developer",3,"3 years","Nunavut",73000,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,"Senior Full Stack Developer Nunavut","Senior Full Stack Developer","Nunavut",44500,15.24,62275,11.72
"1462",1462,"Cygep de Saint-Hyacinthe","Associate","Area, ethnic, cultural, gender, and group studies","Mobile Software Development",4,"4 years","Saskatchewan",63000,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,"Mobile Software Development Saskatchewan","Mobile Software Development","Saskatchewan",57700,-3.24,103750,17.88
"1463",1463,"Cygep de Saint-Laurent","Associate","French language and literature/letters","Integration Engineer, Developer Relations",8,"8 years","Manitoba",23000,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,"Integration Engineer, Developer Relations Manitoba","Integration Engineer, Developer Relations","Manitoba",80900,2.04,122200,-0.6
"1464",1464,"Concordia University","Doctoral","Theology and religious vocations","Director of Engineering",6,"6 years","Alberta",66000,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,"Director of Engineering Alberta","Director of Engineering","Alberta",3700,9.96,92650,-2.36
"1465",1465,"Ryerson University","Master's","Education","Director of Engineering",6,"6 years","Saskatchewan",41000,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,"Director of Engineering Saskatchewan","Director of Engineering","Saskatchewan",45300,-2.36,133000,3.8
"1466",1466,"Victoria University","Doctoral","Construction trades","Deep Learning Workload Optimization Engineer",1,"1 years","Newfoundland and Labrador",60500,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"Deep Learning Workload Optimization Engineer Newfoundland and Labrador","Deep Learning Workload Optimization Engineer","Newfoundland and Labrador",95700,15.24,45325,-0.6
"1467",1467,"Native Education College","Doctoral","Aboriginal and foreign languages, literatures and linguistics","Cloud Software Development Engineer",6,"6 years","Northwest Territories",47500,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,"Cloud Software Development Engineer Northwest Territories","Cloud Software Development Engineer","Northwest Territories",76300,-0.6,94525,2.92
"1468",1468,"Native Education College","Bachelor's","Construction trades","Senior Gameplay Engineer",9,"9 years","Alberta",54000,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,"Senior Gameplay Engineer Alberta","Senior Gameplay Engineer","Alberta",75100,2.04,131650,3.8
"1469",1469,"University of Alberta","Bachelor's","Education","Senior Gameplay Engineer",5,"5 years","Quebec",25500,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,"Senior Gameplay Engineer Quebec","Senior Gameplay Engineer","Quebec",53900,15.24,106600,7.32
"1470",1470,"Cygep de Saint-Laurent","Master's","Public administration and social service professions","Robotics Mechatronic Engineer",7,"7 years","Quebec",47500,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,"Robotics Mechatronic Engineer Quebec","Robotics Mechatronic Engineer","Quebec",15900,1.16,140725,3.8
"1471",1471,"University du Quybec à Rimouski (UQAR)","Doctoral","Psychology","Cloud Software Development Engineer",2,"2 years","Ontario",70000,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,"Cloud Software Development Engineer Ontario","Cloud Software Development Engineer","Ontario",38700,-0.6,86575,11.72
"1472",1472,"McMaster University","Bachelor's","Parks, recreation, leisure and fitness studies","Integration Engineer, Developer Relations",8,"8 years","Saskatchewan",28000,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,"Integration Engineer, Developer Relations Saskatchewan","Integration Engineer, Developer Relations","Saskatchewan",57500,0.28,45025,18.76
"1473",1473,"University of Alberta","Bachelor's","French language and literature/letters","Deep Learning Workload Optimization Engineer",5,"5 years","Yukon",37000,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,"Deep Learning Workload Optimization Engineer Yukon","Deep Learning Workload Optimization Engineer","Yukon",28700,-3.24,52150,2.92
"1474",1474,"Niagara College","Associate","Military technologies and applied Sciences","Quality Assurance Engineer",7,"7 years","New Brunswick",25000,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,"Quality Assurance Engineer New Brunswick","Quality Assurance Engineer","New Brunswick",73300,9.08,96025,8.2
"1475",1475,"Carleton University","Doctoral","Mathematics and statistics","Quality Assurance Engineer",4,"4 years","Ontario",58000,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,"Quality Assurance Engineer Ontario","Quality Assurance Engineer","Ontario",84300,17.88,122575,-1.48
"1476",1476,"Ryerson University","Doctoral","Parks, recreation, leisure and fitness studies","Integration Engineer, Developer Relations",6,"6 years","Newfoundland and Labrador",60500,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,"Integration Engineer, Developer Relations Newfoundland and Labrador","Integration Engineer, Developer Relations","Newfoundland and Labrador",98500,0.28,105100,12.6
"1477",1477,"Simon Fraser University","Doctoral","History","Programmer Analyst",7,"7 years","British Columbia",27500,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,"Programmer Analyst British Columbia","Programmer Analyst","British Columbia",29300,9.08,59425,14.36
