UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1417,Concordia University,Master's,Library Science,Director of Engineering,3,3 years,Newfoundland and Labrador,67500,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,12100,18.76,90475,2.92
1418,Saint Mary's University,Doctoral,Philosophy and religious studies,Senior Full Stack Developer,5,5 years,Yukon,65000,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,43700,14.36,63700,-5
1419,University of Alberta,Master's,Family and consumer Sciences,iOS Engineer,9,9 years,Manitoba,38000,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,53100,9.96,96700,19.64
1420,Concordia University,Associate,Public administration and social service professions,Prototyping Data Engineer,10,10 years,Nunavut,45500,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,9900,-1.48,71950,19.64
1421,Concordia University,Master's,"Aboriginal and foreign languages, literatures and linguistics","Integration Engineer, Developer Relations",6,6 years,Prince Edward Island,50500,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,7500,10.84,117925,14.36
1422,McMaster University,Associate,Natural resources and conservation,Prototyping Data Engineer,2,2 years,Yukon,73500,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,47100,10.84,91000,4.68
1423,University of Waterloo,Associate,Engineering,Deep Learning Backend Engine Software Developer,7,7 years,Ontario,50500,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,21500,19.64,77050,17
1424,Ryerson University,Doctoral,Computer and information Sciences and support services,Applied Scientist,8,8 years,British Columbia,51500,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,12100,2.04,149800,2.04
1425,Saint Mary's University,Associate,Mathematics and statistics,iOS Engineer,2,2 years,Manitoba,58000,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,53100,9.96,96700,19.64
1426,Queen's University,Master's,Public administration and social service professions,Data Engineer - Devices Central Engagement,9,9 years,Ontario,55500,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,81100,9.96,127000,-0.6
1427,Brescia University College,Doctoral,Library Science,Game Engineer - AI,5,5 years,Northwest Territories,36000,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,19900,-5,142525,5.56
1428,Cygep de la Gaspysie et des Îles,Master's,Family and consumer Sciences,"Integration Engineer, Developer Relations",2,2 years,Saskatchewan,37000,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,57500,0.28,45025,18.76
1429,Queen's University,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Quality Assurance Engineer,1,1 years,Nunavut,73500,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,68100,-5,89800,6.44
1430,University of Guelph,Master's,Military technologies and applied Sciences,IOT Software Development Engineer,10,10 years,Prince Edward Island,50000,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,86900,2.92,97300,9.08
1431,Native Education College,Associate,"Communication, journalism and related programs",Quality Assurance Engineer,2,2 years,Alberta,51000,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,7100,19.64,88450,-4.12
1432,Simon Fraser University,Associate,Mathematics and statistics,"Integration Engineer, Developer Relations",4,4 years,Newfoundland and Labrador,73500,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,98500,0.28,105100,12.6
1433,York University,Master's,Construction trades,IOT Software Development Engineer,9,9 years,Yukon,38500,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,74300,10.84,115225,9.08
1434,Cygep de Saint-Hyacinthe,Master's,"Business, management, marketing and related support services",Cloud Software Development Engineer,8,8 years,Prince Edward Island,29000,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,51900,16.12,140575,18.76
1435,McMaster University,Associate,Military technologies and applied Sciences,IOT Software Development Engineer,5,5 years,Newfoundland and Labrador,50000,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,31500,9.08,105625,10.84
1436,Brescia University College,Doctoral,Family and consumer Sciences,Data Engineer - Devices Central Engagement,5,5 years,Ontario,57000,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,81100,9.96,127000,-0.6
1437,Victoria University,Bachelor's,Family and consumer Sciences,Applied Scientist,1,1 years,Alberta,21500,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,30700,18.76,124375,5.56
1438,HEC Montryal,Bachelor's,Social Sciences,iOS Engineer,3,3 years,Alberta,44500,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,30300,-1.48,75400,11.72
1439,Ryerson University,Bachelor's,Military technologies and applied Sciences,Deep Learning Workload Optimization Engineer,1,1 years,Ontario,46000,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,6700,10.84,79300,18.76
1440,"University de Guelph, Campus d'Alfred",Master's,History,Deep Learning Backend Engine Software Developer,6,6 years,Newfoundland and Labrador,20000,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,96100,-2.36,122425,10.84
1441,College of the New Caledonia,Master's,"Area, ethnic, cultural, gender, and group studies",Deep Learning Backend Engine Developer,10,10 years,Yukon,66500,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,47100,-1.48,62500,10.84
1442,Queen's University,Bachelor's,History,Deep Learning Backend Engine Software Developer,10,10 years,Quebec,71000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,29900,-4.12,71950,-4.12
1443,Brock University,Bachelor's,Military technologies and applied Sciences,Deep Learning Workload Optimization Engineer,10,10 years,Alberta,25500,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,60900,-2.36,121300,7.32
1444,McMaster University,Associate,Mechanic and repair technologies/technicians,Senior Full Stack Developer,8,8 years,Manitoba,24500,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,15100,-1.48,56800,6.44
1445,Huron University College,Master's,"Area, ethnic, cultural, gender, and group studies",iOS Engineer,6,6 years,Ontario,38000,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,62700,3.8,88450,5.56
1446,University of Western Ontario,Bachelor's,Military technologies and applied Sciences,Deep Learning Backend Engine Developer,9,9 years,Quebec,64500,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,84900,6.44,116650,17.88
1447,University of Western Ontario,Bachelor's,Library Science,Game Engineer - AI,7,7 years,Manitoba,37000,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,22900,10.84,148075,-1.48
1448,McMaster University,Bachelor's,"Business, management, marketing and related support services",Cloud Software Development Engineer,7,7 years,Manitoba,65500,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,17700,0.28,67975,16.12
1449,Wilfrid Laurier University,Associate,Biological and biomedical Sciences,Cloud Software Development Engineer,3,3 years,Ontario,50500,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,38700,-0.6,86575,11.72
1450,Huron University College,Doctoral,Psychology,Senior Gameplay Engineer,8,8 years,Northwest Territories,64000,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,47100,-1.48,118000,13.48
1451,Ryerson University,Bachelor's,English language and literature/letters,Mobile Software Development,6,6 years,Northwest Territories,54500,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,11500,9.96,49225,12.6
1452,College of the New Caledonia,Associate,"Military Science, leadership and operational art",Applied Scientist,1,1 years,Northwest Territories,76000,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,22900,1.16,49150,12.6
1453,HEC Montryal,Bachelor's,Transportation and materials moving,Data Engineer - Devices Central Engagement,10,10 years,Newfoundland and Labrador,53000,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,5500,10.84,78175,6.44
1454,University du Quybec à Rimouski (UQAR),Bachelor's,Family and consumer Sciences,Game Network Engineer,8,8 years,British Columbia,45500,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,11900,3.8,91825,3.8
1455,York University,Bachelor's,Library Science,"Integration Engineer, Developer Relations",5,5 years,Newfoundland and Labrador,64000,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,98500,0.28,105100,12.6
1456,New Brunswick Bible Institute,Bachelor's,Philosophy and religious studies,Deep Learning Backend Engine Developer,8,8 years,Nunavut,77500,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,36700,8.2,121075,5.56
1457,University of Western Ontario,Associate,English language and literature/letters,Game Network Engineer,5,5 years,Prince Edward Island,36000,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,21100,7.32,90025,-5
1458,Wilfrid Laurier University,Doctoral,"Area, ethnic, cultural, gender, and group studies","Data Engineer, Natural Language Processing (NLP)",9,9 years,Nunavut,51500,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,33700,19.64,56575,4.68
1459,New Brunswick Bible Institute,Associate,"Area, ethnic, cultural, gender, and group studies",Senior Gameplay Engineer,5,5 years,Nunavut,32500,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,47300,11.72,92050,5.56
1460,University of Waterloo,Master's,Personal and culinary services,Game Engineer - AI,1,1 years,Manitoba,59500,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,22900,10.84,148075,-1.48
1461,Saint Mary's University,Doctoral,Architecture and related services,Senior Full Stack Developer,3,3 years,Nunavut,73000,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,44500,15.24,62275,11.72
1462,Cygep de Saint-Hyacinthe,Associate,"Area, ethnic, cultural, gender, and group studies",Mobile Software Development,4,4 years,Saskatchewan,63000,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,57700,-3.24,103750,17.88
1463,Cygep de Saint-Laurent,Associate,French language and literature/letters,"Integration Engineer, Developer Relations",8,8 years,Manitoba,23000,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,80900,2.04,122200,-0.6
1464,Concordia University,Doctoral,Theology and religious vocations,Director of Engineering,6,6 years,Alberta,66000,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,3700,9.96,92650,-2.36
1465,Ryerson University,Master's,Education,Director of Engineering,6,6 years,Saskatchewan,41000,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,45300,-2.36,133000,3.8
1466,Victoria University,Doctoral,Construction trades,Deep Learning Workload Optimization Engineer,1,1 years,Newfoundland and Labrador,60500,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,95700,15.24,45325,-0.6
1467,Native Education College,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Cloud Software Development Engineer,6,6 years,Northwest Territories,47500,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,76300,-0.6,94525,2.92
1468,Native Education College,Bachelor's,Construction trades,Senior Gameplay Engineer,9,9 years,Alberta,54000,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,75100,2.04,131650,3.8
1469,University of Alberta,Bachelor's,Education,Senior Gameplay Engineer,5,5 years,Quebec,25500,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,53900,15.24,106600,7.32
1470,Cygep de Saint-Laurent,Master's,Public administration and social service professions,Robotics Mechatronic Engineer,7,7 years,Quebec,47500,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,15900,1.16,140725,3.8
1471,University du Quybec à Rimouski (UQAR),Doctoral,Psychology,Cloud Software Development Engineer,2,2 years,Ontario,70000,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,38700,-0.6,86575,11.72
1472,McMaster University,Bachelor's,"Parks, recreation, leisure and fitness studies","Integration Engineer, Developer Relations",8,8 years,Saskatchewan,28000,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,57500,0.28,45025,18.76
1473,University of Alberta,Bachelor's,French language and literature/letters,Deep Learning Workload Optimization Engineer,5,5 years,Yukon,37000,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,28700,-3.24,52150,2.92
1474,Niagara College,Associate,Military technologies and applied Sciences,Quality Assurance Engineer,7,7 years,New Brunswick,25000,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,73300,9.08,96025,8.2
1475,Carleton University,Doctoral,Mathematics and statistics,Quality Assurance Engineer,4,4 years,Ontario,58000,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,84300,17.88,122575,-1.48
1476,Ryerson University,Doctoral,"Parks, recreation, leisure and fitness studies","Integration Engineer, Developer Relations",6,6 years,Newfoundland and Labrador,60500,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,98500,0.28,105100,12.6
1477,Simon Fraser University,Doctoral,History,Programmer Analyst,7,7 years,British Columbia,27500,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,29300,9.08,59425,14.36
1478,Cygep de Saint-Laurent,Associate,Social Sciences,Data Engineer - Devices Central Engagement,1,1 years,Quebec,27500,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,86500,-0.6,66475,-3.24
1479,University of Guelph,Master's,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,7,7 years,Saskatchewan,24000,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,37900,13.48,87475,15.24
1480,New Brunswick Bible Institute,Doctoral,Social Sciences,Game Network Engineer,1,1 years,Yukon,68500,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,54100,5.56,87325,7.32
1481,Simon Fraser University,Associate,History,Robotics Mechatronic Engineer,10,10 years,Northwest Territories,59500,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,63700,19.64,143200,-2.36
1482,Ryerson University,Doctoral,Architecture and related services,Information Security Engineer,5,5 years,Yukon,54500,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,81500,9.96,54025,1.16
1483,College of the New Caledonia,Doctoral,Engineering,Data Engineer - Devices Central Engagement,9,9 years,Prince Edward Island,56500,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,31900,17,68275,4.68
1484,York University,Bachelor's,Education,Game Engineer - AI,9,9 years,Nova Scotia,64000,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,96900,3.8,116425,-3.24
1485,University of Western Ontario,Bachelor's,Visual and performing arts,Mobile Software Development,2,2 years,Ontario,46000,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,42900,2.04,83425,-1.48
1486,HEC Montryal,Doctoral,Visual and performing arts,Game Network Engineer,3,3 years,New Brunswick,41000,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,61700,17.88,106150,-2.36
1487,Native Education College,Doctoral,History,Programmer Analyst,6,6 years,Saskatchewan,27000,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,16500,17,71725,14.36
1488,Cygep de la Gaspysie et des Îles,Doctoral,Theology and religious vocations,Quality Assurance Engineer,5,5 years,Nova Scotia,41500,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,42300,16.12,71725,2.04
1489,University of Guelph,Doctoral,"Liberal arts and sciences, general studies and humanities",Full Stack Developer,4,4 years,Northwest Territories,20500,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,69700,11.72,40375,2.04
1490,Ryerson University,Master's,Military technologies and applied Sciences,"Integration Engineer, Developer Relations",3,3 years,Ontario,27000,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,12500,15.24,82675,9.08
1491,University of Western Ontario,Associate,"Liberal arts and sciences, general studies and humanities",Deep Learning Backend Engine Software Developer,1,1 years,Ontario,74500,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,21500,19.64,77050,17
1492,Wilfrid Laurier University,Doctoral,Personal and culinary services,Deep Learning Backend Engine Developer,8,8 years,Nova Scotia,76500,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,27500,17,106900,10.84
1493,Cygep de la Gaspysie et des Îles,Master's,Education,iOS Engineer,6,6 years,British Columbia,46000,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,63700,-2.36,46075,17
1494,York University,Associate,Communications technologies/technicians and support services,Director of Engineering,8,8 years,Alberta,76500,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3700,9.96,92650,-2.36
1495,Niagara College,Bachelor's,History,Programmer Analyst,3,3 years,Nova Scotia,47500,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,23700,-5,108775,8.2
1496,Simon Fraser University,Associate,"Dental, medical and veterinary residency programs",Deep Learning Backend Engine Developer,1,1 years,Manitoba,34000,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,8300,4.68,84250,9.08
1497,University of Waterloo,Associate,Personal and culinary services,iOS Engineer,7,7 years,Manitoba,75000,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,53100,9.96,96700,19.64
1498,Cygep de la Gaspysie et des Îles,Bachelor's,Security and protective services,Data Engineer - Devices Central Engagement,4,4 years,Northwest Territories,37500,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,49500,17,43825,4.68
1499,Dalhousie University,Doctoral,"Area, ethnic, cultural, gender, and group studies",Senior Full Stack Developer,2,2 years,Northwest Territories,21500,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,87300,8.2,116275,1.16
1500,University of Windsor,Bachelor's,Engineering,Game Engineer - AI,4,4 years,Saskatchewan,23000,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,88300,8.2,94300,19.64
1501,Carleton University,Bachelor's,"Business, management, marketing and related support services",Machine Learning Engineer,6,6 years,Nova Scotia,24500,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,93900,16.12,95425,11.72
1502,Brock University,Doctoral,Library Science,Full Stack Developer,2,2 years,British Columbia,29500,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,77100,6.44,50800,6.44
1503,"University de Guelph, Campus d'Alfred",Doctoral,Science technologies/technicians,Game Network Engineer,5,5 years,Alberta,69500,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,51500,14.36,118000,19.64
1504,Wilfrid Laurier University,Master's,Physical Sciences,Mobile Software Development,8,8 years,Saskatchewan,58500,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,57700,-3.24,103750,17.88
1505,Cygep de la Gaspysie et des Îles,Bachelor's,Precision production,Information Security Engineer,9,9 years,Nova Scotia,24500,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,39100,17.88,79000,9.08
1506,University of Windsor,Master's,"Military Science, leadership and operational art",Deep Learning Backend Engine Software Developer,4,4 years,Manitoba,77500,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,64900,16.12,98275,12.6
1507,Vancouver Island University,Associate,French language and literature/letters,"Integration Engineer, Developer Relations",5,5 years,New Brunswick,74000,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,52900,-5,106000,17.88
1508,University of Windsor,Bachelor's,Family and consumer Sciences,Linux Platform Software Engineer,9,9 years,Ontario,78000,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,92100,8.2,137950,-5
