,UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
1741,1741,University of Windsor,Doctoral,"Liberal arts and sciences, general studies and humanities",Game Engineer - AI,2,2 years,Newfoundland and Labrador,32000,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,34500,-3.24,93250,93250
1742,1742,Concordia University,Associate,Construction trades,Mobile Software Development,1,1 years,Alberta,28500,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,43900,-3.24,121600,121600
1743,1743,Dalhousie University,Doctoral,Legal professions and studies,Linux Platform Software Engineer,10,10 years,Yukon,33500,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,91300,8.2,65725,65725
1744,1744,University de Sherbrooke,Bachelor's,Architecture and related services,Senior Gameplay Engineer,4,4 years,British Columbia,43500,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,4500,0.28,147400,147400
1745,1745,Niagara College,Bachelor's,English language and literature/letters,Data Engineer - Devices Central Engagement,1,1 years,Prince Edward Island,46000,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,31900,17,68275,68275
1746,1746,Simon Fraser University,Master's,"Aboriginal and foreign languages, literatures and linguistics",Deep Learning Backend Engine Developer,4,4 years,Newfoundland and Labrador,76500,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38900,2.92,98125,98125
1747,1747,McMaster University,Master's,Multidisciplinary/interdisciplinary studies,iOS Engineer,1,1 years,Ontario,53500,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,62700,3.8,88450,88450
1748,1748,Queen's University,Doctoral,Multidisciplinary/interdisciplinary studies,Information Security Engineer,8,8 years,Manitoba,31000,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,25500,13.48,107650,107650
1749,1749,Ryerson University,Bachelor's,Philosophy and religious studies,Information Security Engineer,4,4 years,Nunavut,79000,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,10700,18.76,145675,145675
1750,1750,College of the New Caledonia,Bachelor's,Multidisciplinary/interdisciplinary studies,Game Network Engineer,9,9 years,Alberta,47500,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,51500,14.36,118000,118000
1751,1751,University de Sherbrooke,Doctoral,Mathematics and statistics,Robotics Mechatronic Engineer,4,4 years,Newfoundland and Labrador,29000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,30300,13.48,65950,65950
1752,1752,McMaster University,Associate,Multidisciplinary/interdisciplinary studies,Prototyping Data Engineer,8,8 years,British Columbia,33000,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,52700,9.08,146200,146200
1753,1753,Vancouver Institute of Media Arts,Bachelor's,History,Prototyping Data Engineer,8,8 years,Manitoba,77000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,33900,-1.48,61225,61225
1754,1754,Queen's University,Master's,Psychology,Cloud Software Development Engineer,6,6 years,Ontario,41500,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,38700,-0.6,86575,86575
1755,1755,University of Western Ontario,Master's,Health professions and related programs,Deep Learning Workload Optimization Engineer,3,3 years,Prince Edward Island,35500,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,8700,-4.12,70675,70675
1756,1756,Carleton University,Bachelor's,Science technologies/technicians,Robotics Mechatronic Engineer,5,5 years,Northwest Territories,35000,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,63700,19.64,143200,143200
1757,1757,University of Waterloo,Master's,Natural resources and conservation,iOS Engineer,9,9 years,Northwest Territories,63000,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,25300,4.68,86650,86650
1758,1758,Queen's University,Bachelor's,Science technologies/technicians,Machine Learning Engineer,8,8 years,Newfoundland and Labrador,73500,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,65100,13.48,130225,130225
1759,1759,College of the New Caledonia,Bachelor's,Natural resources and conservation,Cloud Software Development Engineer,8,8 years,British Columbia,30500,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,79100,-3.24,147925,147925
1760,1760,McMaster University,Bachelor's,Construction trades,Mobile Software Development,9,9 years,Yukon,34000,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,98100,6.44,130750,130750
1761,1761,Brescia University College,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",Machine Learning Engineer,5,5 years,Manitoba,31500,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,60700,2.92,68500,68500
1762,1762,York University,Associate,Communications technologies/technicians and support services,Information Security Engineer,6,6 years,Prince Edward Island,25000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,74500,-2.36,78100,78100
1763,1763,University du Quybec à Rimouski (UQAR),Associate,Military technologies and applied Sciences,Game Network Engineer,9,9 years,Manitoba,56000,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,55700,10.84,66400,66400
1764,1764,Ryerson University,Bachelor's,Natural resources and conservation,Linux Platform Software Engineer,5,5 years,Ontario,42000,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,92100,8.2,137950,137950
1765,1765,Niagara College,Master's,Personal and culinary services,Quality Assurance Engineer,3,3 years,Saskatchewan,60000,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,98300,16.12,53875,53875
1766,1766,Brock University,Master's,Computer and information Sciences and support services,Mobile Software Development,1,1 years,Nunavut,28000,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,11900,-4.12,43825,43825
1767,1767,Brescia University College,Bachelor's,Public administration and social service professions,"Integration Engineer, Developer Relations",9,9 years,British Columbia,50500,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,29900,5.56,128350,128350
1768,1768,Brescia University College,Bachelor's,Biological and biomedical Sciences,IOT Software Development Engineer,8,8 years,Saskatchewan,43500,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,99700,-0.6,41500,41500
1769,1769,Carleton University,Master's,"Communication, journalism and related programs",Cloud Software Development Engineer,6,6 years,New Brunswick,47500,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,28300,8.2,90475,90475
1770,1770,Simon Fraser University,Bachelor's,Education,Game Engineer - AI,1,1 years,Saskatchewan,38000,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,88300,8.2,94300,94300
1771,1771,University of Guelph,Associate,"Agriculture, agriculture operations and related Sciences",Quality Assurance Engineer,6,6 years,Alberta,80000,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,7100,19.64,88450,88450
1772,1772,New Brunswick Bible Institute,Doctoral,Communications technologies/technicians and support services,Data Engineer - Devices Central Engagement,1,1 years,Ontario,20000,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,81100,9.96,127000,127000
1773,1773,University of Guelph,Bachelor's,"Agriculture, agriculture operations and related Sciences",IOT Software Development Engineer,6,6 years,New Brunswick,26500,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,32500,6.44,82900,82900
1774,1774,Cygep de la Gaspysie et des Îles,Master's,"Dental, medical and veterinary residency programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Newfoundland and Labrador,25000,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,47300,15.24,65350,65350
1775,1775,University of Waterloo,Doctoral,Multidisciplinary/interdisciplinary studies,Game Network Engineer,9,9 years,Saskatchewan,47500,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,68100,3.8,51925,51925
1776,1776,New Brunswick Bible Institute,Master's,Public administration and social service professions,Game Engineer - AI,5,5 years,British Columbia,36000,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,63500,1.16,89425,89425
1777,1777,Queen's University,Doctoral,"Military Science, leadership and operational art",Senior Full Stack Developer,6,6 years,British Columbia,56500,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,86300,9.08,136150,136150
1778,1778,New Brunswick Bible Institute,Doctoral,"Liberal arts and sciences, general studies and humanities",Quality Assurance Engineer,6,6 years,British Columbia,23500,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,10700,13.48,108700,108700
1779,1779,Vancouver Institute of Media Arts,Associate,Mathematics and statistics,Quality Assurance Engineer,9,9 years,Alberta,56500,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,7100,19.64,88450,88450
1780,1780,Carleton University,Associate,Engineering technologies and engineering-related fields,Linux Platform Software Engineer,4,4 years,British Columbia,48000,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,75700,12.6,77950,77950
1781,1781,Brescia University College,Associate,English language and literature/letters,Cloud Software Development Engineer,10,10 years,Yukon,66000,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,97100,12.6,142075,142075
1782,1782,Simon Fraser University,Associate,Construction trades,Full Stack Developer,5,5 years,Nunavut,36500,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,49100,11.72,86875,86875
1783,1783,Cygep de Saint-Hyacinthe,Bachelor's,Psychology,Machine Learning Engineer,9,9 years,British Columbia,27000,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,37700,-1.48,149200,149200
1784,1784,University de Sherbrooke,Bachelor's,"Aboriginal and foreign languages, literatures and linguistics",IOT Software Development Engineer,2,2 years,Nunavut,34500,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,87100,-3.24,103450,103450
1785,1785,Huron University College,Bachelor's,Architecture and related services,Senior Full Stack Developer,3,3 years,Newfoundland and Labrador,43000,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,60700,7.32,80350,80350
1786,1786,Simon Fraser University,Bachelor's,Education,Mobile Software Development,2,2 years,Alberta,47500,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,43900,-3.24,121600,121600
1787,1787,New Brunswick Bible Institute,Doctoral,Engineering,Deep Learning Backend Engine Developer,5,5 years,Prince Edward Island,55000,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,21100,19.64,82750,82750
1788,1788,HEC Montryal,Bachelor's,Health professions and related programs,Cloud Software Development Engineer,7,7 years,Ontario,75000,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,38700,-0.6,86575,86575
1789,1789,University de Montryal,Doctoral,Computer and information Sciences and support services,Machine Learning Engineer,2,2 years,Saskatchewan,75500,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,12700,-0.6,80125,80125
1790,1790,Dalhousie University,Associate,Philosophy and religious studies,Applied Scientist,8,8 years,British Columbia,22500,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,12100,2.04,149800,149800
1791,1791,HEC Montryal,Master's,Legal professions and studies,Programmer Analyst,1,1 years,British Columbia,58000,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,29300,9.08,59425,59425
1792,1792,Ryerson University,Associate,History,Quality Assurance Engineer,6,6 years,Manitoba,45500,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,26700,17.88,145300,145300
1793,1793,Cygep de la Gaspysie et des Îles,Associate,Physical Sciences,Data Engineer - Devices Central Engagement,1,1 years,New Brunswick,30500,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,70100,-4.12,84175,84175
1794,1794,Carleton University,Doctoral,Mathematics and statistics,Deep Learning Backend Engine Developer,8,8 years,British Columbia,31500,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,11500,3.8,94750,94750
1795,1795,University of Western Ontario,Associate,"Aboriginal and foreign languages, literatures and linguistics",Prototyping Data Engineer,6,6 years,Nunavut,75000,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,9900,-1.48,71950,71950
1796,1796,Cygep de la Gaspysie et des Îles,Associate,Education,Game Engineer - AI,1,1 years,Saskatchewan,23500,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,88300,8.2,94300,94300
1797,1797,Queen's University,Bachelor's,Theology and religious vocations,Deep Learning Backend Engine Developer,3,3 years,Manitoba,65000,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8300,4.68,84250,84250
1798,1798,Huron University College,Bachelor's,Legal professions and studies,IOT Software Development Engineer,1,1 years,Newfoundland and Labrador,77500,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,31500,9.08,105625,105625
1799,1799,Brescia University College,Bachelor's,Public administration and social service professions,Deep Learning Backend Engine Software Developer,1,1 years,Nunavut,20000,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,55500,13.48,64600,64600
1800,1800,Native Education College,Master's,Library Science,Full Stack Developer,3,3 years,Manitoba,49500,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,96700,-3.24,131425,131425
1801,1801,McMaster University,Doctoral,Biological and biomedical Sciences,IOT Software Development Engineer,3,3 years,Northwest Territories,76000,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,21100,19.64,53200,53200
1802,1802,Queen's University,Bachelor's,Security and protective services,Mobile Software Development,3,3 years,Prince Edward Island,68000,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,85900,-3.24,93475,93475
1803,1803,Carleton University,Bachelor's,"Parks, recreation, leisure and fitness studies",Games UI Engineer,6,6 years,Yukon,52000,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,70700,14.36,138400,138400
1804,1804,McMaster University,Master's,Engineering technologies and engineering-related fields,Games UI Engineer,7,7 years,Northwest Territories,22000,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,24100,1.16,106600,106600
1805,1805,Victoria University,Doctoral,Visual and performing arts,IOT Software Development Engineer,4,4 years,Prince Edward Island,54500,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,86900,2.92,97300,97300
1806,1806,Native Education College,Doctoral,Psychology,Robotics Mechatronic Engineer,6,6 years,New Brunswick,38000,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,23100,16.12,105775,105775
1807,1807,Brescia University College,Bachelor's,Public administration and social service professions,Programmer Analyst,2,2 years,New Brunswick,49000,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,86900,2.04,144175,144175
1808,1808,Cygep de Saint-Hyacinthe,Bachelor's,Biological and biomedical Sciences,Game Engineer - AI,2,2 years,Yukon,28500,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,83700,10.84,149200,149200
1809,1809,McMaster University,Bachelor's,English language and literature/letters,Game Network Engineer,2,2 years,Prince Edward Island,75500,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,21100,7.32,90025,90025
1810,1810,McMaster University,Master's,Family and consumer Sciences,Games UI Engineer,3,3 years,Yukon,22000,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,70700,14.36,138400,138400
1811,1811,"University de Guelph, Campus d'Alfred",Associate,Psychology,Game Engineer - AI,1,1 years,Ontario,40000,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,11500,0.28,136675,136675
1812,1812,Victoria University,Doctoral,Philosophy and religious studies,Game Network Engineer,2,2 years,Alberta,68500,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,51500,14.36,118000,118000
1813,1813,University de Sherbrooke,Master's,Physical Sciences,Full Stack Developer,5,5 years,Saskatchewan,64000,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,91300,17,43450,43450
1814,1814,College of the New Caledonia,Bachelor's,Personal and culinary services,Mobile Software Development,1,1 years,Newfoundland and Labrador,34500,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,80300,2.92,65875,65875
1815,1815,Cygep de Saint-Hyacinthe,Associate,French language and literature/letters,Linux Platform Software Engineer,9,9 years,Prince Edward Island,78500,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,32300,17,56800,56800
1816,1816,"University de Guelph, Campus d'Alfred",Associate,Architecture and related services,IOT Software Development Engineer,10,10 years,Manitoba,50500,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,94300,-5,85900,85900
1817,1817,Wilfrid Laurier University,Doctoral,Theology and religious vocations,Full Stack Developer,4,4 years,Quebec,43000,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,29700,1.16,61300,61300
1818,1818,Cygep de Saint-Hyacinthe,Master's,"Liberal arts and sciences, general studies and humanities",Mobile Software Development,3,3 years,Saskatchewan,70500,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,57700,-3.24,103750,103750
1819,1819,Queen's University,Doctoral,Computer and information Sciences and support services,Full Stack Developer,5,5 years,Prince Edward Island,44500,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,51300,7.32,118525,118525
1820,1820,University de Montryal,Bachelor's,Social Sciences,Game Network Engineer,3,3 years,Ontario,46500,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,23300,-2.36,51925,51925
1821,1821,McMaster University,Associate,"Dental, medical and veterinary residency programs","Integration Engineer, Developer Relations",1,1 years,Northwest Territories,76500,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,91300,7.32,110950,110950
1822,1822,York University,Doctoral,Natural resources and conservation,IOT Software Development Engineer,6,6 years,British Columbia,71500,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,56300,8.2,43600,43600
1823,1823,University of Western Ontario,Bachelor's,Precision production,Director of Engineering,10,10 years,Manitoba,42500,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,89300,10.84,100300,100300
1824,1824,College of the New Caledonia,Associate,Education,iOS Engineer,2,2 years,Nova Scotia,53500,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,29700,1.16,75175,75175
1825,1825,Cygep de Saint-Laurent,Doctoral,Military technologies and applied Sciences,IOT Software Development Engineer,7,7 years,Saskatchewan,25500,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,99700,-0.6,41500,41500
1826,1826,Cygep de Saint-Laurent,Master's,Science technologies/technicians,Senior Full Stack Developer,7,7 years,Ontario,27000,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,65900,1.16,78100,78100
1827,1827,Huron University College,Associate,Visual and performing arts,"Data Engineer, Natural Language Processing (NLP)",5,5 years,Nova Scotia,62000,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,12100,-0.6,92350,92350
1828,1828,Brock University,Bachelor's,"Military Science, leadership and operational art",Senior Gameplay Engineer,9,9 years,Northwest Territories,46500,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,47100,-1.48,118000,118000
1829,1829,Vancouver Island University,Bachelor's,Transportation and materials moving,Data Engineer - Devices Central Engagement,7,7 years,Quebec,22500,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,86500,-0.6,66475,66475
1830,1830,Saint Mary's University,Doctoral,Library Science,Data Engineer - Devices Central Engagement,9,9 years,Northwest Territories,67000,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,49500,17,43825,43825
