UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
1581,Vancouver Island University,Master's,Military technologies and applied Sciences,"Integration Engineer, Developer Relations",2,2 years,Nunavut,30000,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
1582,University of Guelph,Doctoral,"Communication, journalism and related programs","Data Engineer, Natural Language Processing (NLP)",3,3 years,Saskatchewan,26000,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1
1583,University du Quybec à Rimouski (UQAR),Doctoral,Philosophy and religious studies,Cloud Software Development Engineer,3,3 years,Prince Edward Island,67500,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1
1584,University du Quybec à Rimouski (UQAR),Master's,"Business, management, marketing and related support services",Deep Learning Workload Optimization Engineer,5,5 years,Northwest Territories,43000,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1585,Niagara College,Bachelor's,Personal and culinary services,Linux Platform Software Engineer,6,6 years,Prince Edward Island,25500,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1
1586,Niagara College,Doctoral,"Liberal arts and sciences, general studies and humanities",iOS Engineer,1,1 years,New Brunswick,51000,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
1587,Huron University College,Bachelor's,Library Science,Senior Full Stack Developer,3,3 years,Nunavut,55000,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
1588,Simon Fraser University,Doctoral,Biological and biomedical Sciences,Game Engineer - AI,7,7 years,Alberta,77000,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1
1589,University of Windsor,Doctoral,Personal and culinary services,Machine Learning Engineer,1,1 years,Alberta,68500,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
1590,University of Alberta,Doctoral,"Area, ethnic, cultural, gender, and group studies",Prototyping Data Engineer,1,1 years,Northwest Territories,71000,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1
1591,McMaster University,Bachelor's,"Military Science, leadership and operational art",Programmer Analyst,4,4 years,Newfoundland and Labrador,61000,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
1592,Vancouver Institute of Media Arts,Associate,"Parks, recreation, leisure and fitness studies",Senior Full Stack Developer,9,9 years,Prince Edward Island,37500,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
1593,University of Waterloo,Master's,History,Deep Learning Backend Engine Developer,8,8 years,Yukon,74500,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1
1594,University de Montryal,Bachelor's,Communications technologies/technicians and support services,"Integration Engineer, Developer Relations",3,3 years,Manitoba,71000,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1
1595,University de Montryal,Doctoral,Security and protective services,"Data Engineer, Natural Language Processing (NLP)",2,2 years,Newfoundland and Labrador,57500,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
1596,Vancouver Institute of Media Arts,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Robotics Mechatronic Engineer,10,10 years,Saskatchewan,53500,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1
1597,McMaster University,Master's,Psychology,Games UI Engineer,4,4 years,Nunavut,29000,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1598,York University,Doctoral,Architecture and related services,IOT Software Development Engineer,6,6 years,Newfoundland and Labrador,37500,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1
1599,University of Waterloo,Bachelor's,Communications technologies/technicians and support services,Information Security Engineer,1,1 years,Prince Edward Island,56000,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
1600,Dalhousie University,Associate,Architecture and related services,Cloud Software Development Engineer,5,5 years,Quebec,22000,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1601,Saint Mary's University,Master's,Visual and performing arts,Senior Gameplay Engineer,7,7 years,Saskatchewan,29500,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
1602,University of Alberta,Associate,"Area, ethnic, cultural, gender, and group studies",Mobile Software Development,7,7 years,Prince Edward Island,67000,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
1603,University du Quybec à Rimouski (UQAR),Associate,Theology and religious vocations,IOT Software Development Engineer,1,1 years,Ontario,74500,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
1604,Queen's University,Doctoral,Precision production,Game Engineer - AI,1,1 years,Manitoba,67500,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1605,Queen's University,Doctoral,Theology and religious vocations,Cloud Software Development Engineer,8,8 years,Prince Edward Island,41000,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1
1606,Cygep de Saint-Hyacinthe,Master's,Communications technologies/technicians and support services,Games UI Engineer,2,2 years,Nova Scotia,65500,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
1607,Vancouver Island University,Master's,History,Applied Scientist,1,1 years,British Columbia,52000,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
1608,York University,Doctoral,Mechanic and repair technologies/technicians,Senior Full Stack Developer,7,7 years,Yukon,60000,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
1609,University de Montryal,Bachelor's,Security and protective services,Applied Scientist,10,10 years,Quebec,62000,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1
1610,College of the New Caledonia,Doctoral,Communications technologies/technicians and support services,Data Engineer - Devices Central Engagement,9,9 years,Manitoba,29500,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
1611,University de Montryal,Bachelor's,Natural resources and conservation,Cloud Software Development Engineer,2,2 years,Alberta,56000,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1612,University du Quybec à Rimouski (UQAR),Bachelor's,"Parks, recreation, leisure and fitness studies",Deep Learning Workload Optimization Engineer,7,7 years,Northwest Territories,64500,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1
1613,Niagara College,Doctoral,French language and literature/letters,Information Security Engineer,3,3 years,British Columbia,37000,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
1614,Concordia University,Doctoral,Engineering,Applied Scientist,9,9 years,British Columbia,25000,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
1615,University of Waterloo,Master's,Multidisciplinary/interdisciplinary studies,Director of Engineering,5,5 years,Northwest Territories,31500,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1616,HEC Montryal,Doctoral,Visual and performing arts,Linux Platform Software Engineer,7,7 years,British Columbia,52500,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1
1617,University de Sherbrooke,Master's,History,Deep Learning Backend Engine Software Developer,4,4 years,Alberta,76000,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
1618,University of Waterloo,Doctoral,Military technologies and applied Sciences,Senior Full Stack Developer,8,8 years,British Columbia,60500,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1619,University of Windsor,Master's,Architecture and related services,Linux Platform Software Engineer,9,9 years,Saskatchewan,50000,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1
1620,Cygep de Saint-Laurent,Bachelor's,Social Sciences,Deep Learning Backend Engine Software Developer,1,1 years,Yukon,55500,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1
1621,Carleton University,Doctoral,English language and literature/letters,Senior Gameplay Engineer,7,7 years,Ontario,22500,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
1622,University of Guelph,Master's,Engineering technologies and engineering-related fields,IOT Software Development Engineer,7,7 years,Nova Scotia,67000,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1
1623,University of Guelph,Master's,English language and literature/letters,Deep Learning Workload Optimization Engineer,9,9 years,New Brunswick,20500,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1
1624,Simon Fraser University,Doctoral,English language and literature/letters,Linux Platform Software Engineer,2,2 years,Quebec,65500,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1
1625,University du Quybec à Rimouski (UQAR),Master's,Engineering technologies and engineering-related fields,Deep Learning Backend Engine Developer,4,4 years,Yukon,32500,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
1626,McMaster University,Bachelor's,Library Science,Cloud Software Development Engineer,4,4 years,Ontario,52500,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1627,Vancouver Island University,Master's,English language and literature/letters,Linux Platform Software Engineer,4,4 years,New Brunswick,44000,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1
1628,Concordia University,Associate,Physical Sciences,Machine Learning Engineer,2,2 years,Quebec,63500,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1629,Wilfrid Laurier University,Doctoral,Architecture and related services,Programmer Analyst,9,9 years,Newfoundland and Labrador,76500,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1
1630,HEC Montryal,Associate,Construction trades,Programmer Analyst,9,9 years,Ontario,53500,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1
1631,New Brunswick Bible Institute,Master's,Visual and performing arts,"Data Engineer, Natural Language Processing (NLP)",5,5 years,Quebec,57500,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1632,Ryerson University,Bachelor's,Precision production,Senior Full Stack Developer,3,3 years,British Columbia,31500,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1
1633,Niagara College,Doctoral,Theology and religious vocations,"Integration Engineer, Developer Relations",8,8 years,Nova Scotia,64500,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1
1634,Native Education College,Bachelor's,Personal and culinary services,iOS Engineer,7,7 years,Alberta,54500,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
1635,Cygep de la Gaspysie et des Îles,Bachelor's,Biological and biomedical Sciences,Deep Learning Backend Engine Developer,10,10 years,Northwest Territories,65500,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
1636,College of the New Caledonia,Bachelor's,"Parks, recreation, leisure and fitness studies",Programmer Analyst,10,10 years,Manitoba,80000,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
1637,Vancouver Island University,Associate,Health professions and related programs,Deep Learning Backend Engine Developer,1,1 years,British Columbia,68000,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1
1638,New Brunswick Bible Institute,Associate,Biological and biomedical Sciences,"Data Engineer, Natural Language Processing (NLP)",7,7 years,Quebec,31500,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
1639,HEC Montryal,Master's,Mathematics and statistics,Games UI Engineer,2,2 years,Quebec,52000,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
1640,University de Montryal,Doctoral,Engineering,Cloud Software Development Engineer,10,10 years,Yukon,80000,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1
1641,University of Western Ontario,Master's,Military technologies and applied Sciences,Deep Learning Workload Optimization Engineer,9,9 years,British Columbia,74500,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
1642,University of Western Ontario,Doctoral,"Military Science, leadership and operational art","Integration Engineer, Developer Relations",5,5 years,Saskatchewan,52500,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1
1643,Concordia University,Master's,Visual and performing arts,Senior Full Stack Developer,3,3 years,Manitoba,31500,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1
1644,Victoria University,Bachelor's,Social Sciences,Linux Platform Software Engineer,8,8 years,Nunavut,61500,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1
1645,Concordia University,Bachelor's,Multidisciplinary/interdisciplinary studies,Programmer Analyst,5,5 years,Nova Scotia,44000,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1
1646,Simon Fraser University,Bachelor's,Computer and information Sciences and support services,Machine Learning Engineer,5,5 years,Manitoba,46000,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1
1647,Cygep de Saint-Laurent,Associate,"Aboriginal and foreign languages, literatures and linguistics",Full Stack Developer,4,4 years,Nunavut,61000,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1648,Carleton University,Master's,"Military Science, leadership and operational art",Applied Scientist,9,9 years,Quebec,75000,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1
1649,Brock University,Doctoral,"Parks, recreation, leisure and fitness studies",Director of Engineering,10,10 years,Prince Edward Island,40500,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
1650,Vancouver Institute of Media Arts,Master's,"Parks, recreation, leisure and fitness studies",Data Engineer - Devices Central Engagement,6,6 years,Nunavut,45000,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1
1651,"University de Guelph, Campus d'Alfred",Bachelor's,Personal and culinary services,Quality Assurance Engineer,7,7 years,New Brunswick,25500,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1652,University de Montryal,Master's,Psychology,Game Network Engineer,8,8 years,Prince Edward Island,20000,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1
1653,New Brunswick Bible Institute,Associate,Personal and culinary services,Applied Scientist,2,2 years,Nunavut,63500,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1
1654,Niagara College,Master's,"Dental, medical and veterinary residency programs",Senior Full Stack Developer,3,3 years,New Brunswick,73000,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1
1655,Vancouver Island University,Doctoral,"Liberal arts and sciences, general studies and humanities",Prototyping Data Engineer,6,6 years,Nova Scotia,50500,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1656,HEC Montryal,Master's,Engineering,Applied Scientist,10,10 years,New Brunswick,54000,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1
1657,University de Montryal,Doctoral,English language and literature/letters,iOS Engineer,1,1 years,Quebec,70000,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
1658,University of Waterloo,Associate,Security and protective services,Applied Scientist,2,2 years,Saskatchewan,43500,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
1659,University of Western Ontario,Associate,Mathematics and statistics,Programmer Analyst,3,3 years,Northwest Territories,51000,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
1660,Dalhousie University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Games UI Engineer,1,1 years,Prince Edward Island,64500,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1
1661,Wilfrid Laurier University,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Mobile Software Development,3,3 years,New Brunswick,42500,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1
1662,University de Montryal,Bachelor's,Multidisciplinary/interdisciplinary studies,Programmer Analyst,8,8 years,Saskatchewan,76000,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1
1663,University of Western Ontario,Associate,Philosophy and religious studies,Deep Learning Backend Engine Software Developer,7,7 years,Nunavut,25500,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1
1664,University de Montryal,Bachelor's,Construction trades,Full Stack Developer,9,9 years,New Brunswick,55500,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
1665,Wilfrid Laurier University,Bachelor's,English language and literature/letters,Mobile Software Development,8,8 years,Yukon,39000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
1666,University du Quybec à Rimouski (UQAR),Bachelor's,Family and consumer Sciences,Linux Platform Software Engineer,4,4 years,Manitoba,46000,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1667,McMaster University,Doctoral,Visual and performing arts,Data Engineer - Devices Central Engagement,8,8 years,Manitoba,22000,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1
1668,York University,Associate,Precision production,Game Engineer - AI,4,4 years,Prince Edward Island,55000,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1
1669,Carleton University,Doctoral,Architecture and related services,Quality Assurance Engineer,7,7 years,Prince Edward Island,58000,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
1670,Brescia University College,Master's,Transportation and materials moving,IOT Software Development Engineer,1,1 years,Prince Edward Island,61000,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
1671,University de Sherbrooke,Bachelor's,Construction trades,Senior Gameplay Engineer,10,10 years,Ontario,76000,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1
1672,Vancouver Institute of Media Arts,Associate,Mechanic and repair technologies/technicians,Quality Assurance Engineer,2,2 years,Newfoundland and Labrador,60000,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
1673,McMaster University,Doctoral,Public administration and social service professions,Senior Gameplay Engineer,4,4 years,Yukon,75000,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1
1674,University of Western Ontario,Doctoral,Transportation and materials moving,Games UI Engineer,10,10 years,Yukon,63500,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
1675,McMaster University,Bachelor's,Personal and culinary services,Quality Assurance Engineer,5,5 years,Saskatchewan,44500,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1676,Vancouver Island University,Bachelor's,"Military Science, leadership and operational art",Deep Learning Backend Engine Software Developer,2,2 years,Northwest Territories,58000,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1677,University of Windsor,Associate,Health professions and related programs,Games UI Engineer,3,3 years,Alberta,48500,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1
1678,University of Waterloo,Associate,Engineering technologies and engineering-related fields,Prototyping Data Engineer,7,7 years,Alberta,61500,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
1679,Cygep de Saint-Laurent,Doctoral,Architecture and related services,Data Engineer - Devices Central Engagement,3,3 years,Yukon,21000,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1
1680,Cygep de Saint-Hyacinthe,Doctoral,Theology and religious vocations,Director of Engineering,8,8 years,British Columbia,40500,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1
1681,University du Quybec à Rimouski (UQAR),Master's,Transportation and materials moving,Applied Scientist,8,8 years,Newfoundland and Labrador,59000,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1
